"Case Number","Description","Date, Time","Weekday","Time","Crime Type","Police Beat","Zip Code","Address","Latitude","Longitude","Accuracy","URL"
13-018496,"ROBBERY-KNIFE OR CUTTING INSTRUMENT","2013-04-13 11:00:00",Saturday,"11:00",ROBBERY,10X,,"5900 block of San Pablo Avenue, Oakland 94608",37.842848,-122.283611,Street,"http://oakland.crimespotting.org/crime/2013-04-13/Robbery/276972"
13-018495,BATTERY,"2013-04-13 10:50:00",Saturday,"10:50","SIMPLE ASSAULT",06X,,"2300 block of Martin Luther King Junior Way, Oakland 94612",37.813935,-122.272388,Street,"http://oakland.crimespotting.org/crime/2013-04-13/Simple_Assault/276971"
13-018493,"FORCE/ADW-OTHER DANGEROUS WEAPON:GBI","2013-04-13 10:30:00",Saturday,"10:30","AGGRAVATED ASSAULT",27Y,,"4800 block of International Boulevard, Oakland 94601",37.769955,-122.209748,Street,"http://oakland.crimespotting.org/crime/2013-04-13/Aggravated_Assault/276970"
13-018483,"POSSESS NARCOTIC CONTROLLED SUBSTANCE","2013-04-13 09:55:00",Saturday,"09:55",NARCOTICS,34X,,"1400 block of 83rd Avenue, Oakland 94621",37.7557,-122.177366,Street,"http://oakland.crimespotting.org/crime/2013-04-13/Narcotics/276969"
13-018483,"POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA","2013-04-13 09:55:00",Saturday,"09:55",NARCOTICS,34X,,"1400 block of 83rd Avenue, Oakland 94621",37.7557,-122.177366,Street,"http://oakland.crimespotting.org/crime/2013-04-13/Narcotics/276968"
13-018500,BATTERY,"2013-04-13 09:45:00",Saturday,"09:45","SIMPLE ASSAULT",22X,,"5000 block of Pierpoint Avenue, Oakland 94602",37.811931,-122.196198,Street,"http://oakland.crimespotting.org/crime/2013-04-13/Simple_Assault/276967"
13-018472,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)","2013-04-13 07:50:00",Saturday,"07:50",ROBBERY,14Y,94610,"100 block of Santa Clara Avenue, Oakland 94610",37.819069,-122.253151,Street,"http://oakland.crimespotting.org/crime/2013-04-13/Robbery/276966"
13-018470,"DISTURB THE PEACE BY LOUD/UNREASONABLE NOISE","2013-04-13 07:04:00",Saturday,"07:04","DISTURBING THE PEACE",18Y,,"2200 block of East 22nd Street, Oakland 94606",37.789864,-122.231478,Street,"http://oakland.crimespotting.org/crime/2013-04-13/Disturbing_The_Peace/276965"
13-018467,"BURGLARY-NO FORCE","2013-04-13 06:33:00",Saturday,"06:33",BURGLARY,33X,,"800 block of 92nd Avenue, Oakland 94603",37.742774,-122.182355,Street,"http://oakland.crimespotting.org/crime/2013-04-13/Burglary/276964"
13-018466,"GRAND THEFT","2013-04-13 06:15:00",Saturday,"06:15",THEFT,03Y,,"100 block of 13th Street, Oakland 94612",37.800863,-122.264496,Street,"http://oakland.crimespotting.org/crime/2013-04-13/Theft/276963"
13-018465,BATTERY,"2013-04-13 04:05:00",Saturday,"04:05","SIMPLE ASSAULT",30Y,,"2600 block of 79th Avenue, Oakland 94605",37.763644,-122.170665,Street,"http://oakland.crimespotting.org/crime/2013-04-13/Simple_Assault/276962"
13-018510,"BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","2013-04-13 03:30:00",Saturday,"03:30","SIMPLE ASSAULT",03Y,,"600 block of 8th Street, Oakland 94607",37.801941,-122.279534,Street,"http://oakland.crimespotting.org/crime/2013-04-13/Simple_Assault/276961"
13-018464,BATTERY,"2013-04-13 02:30:00",Saturday,"02:30","SIMPLE ASSAULT",34X,,"1600 block of 88th Avenue, Oakland 94621",37.752509,-122.172224,Street,"http://oakland.crimespotting.org/crime/2013-04-13/Simple_Assault/276960"
13-018473,VANDALISM,"2013-04-13 02:00:00",Saturday,"02:00",VANDALISM,33X,,"9400 block of Clemente Drive, Oakland 94603",37.742959,-122.17878,Street,"http://oakland.crimespotting.org/crime/2013-04-13/Vandalism/276958"
13-018461,"ASSAULT WITH FIREARM ON PERSON","2013-04-13 02:00:00",Saturday,"02:00","AGGRAVATED ASSAULT",02X,,"12th Street & Poplar Street, Oakland, CA 94607, USA",37.808648,-122.290006,Intersection,"http://oakland.crimespotting.org/crime/2013-04-13/Aggravated_Assault/276959"
13-018457,"BATTERY:SPOUSE/ETC","2013-04-13 01:10:00",Saturday,"01:10","SIMPLE ASSAULT",02X,,"8th Street & Mandela Parkway, Oakland, CA 94607, USA",37.806079,-122.293259,Intersection,"http://oakland.crimespotting.org/crime/2013-04-13/Simple_Assault/276957"
13-018385,BATTERY,"2013-04-12 15:45:00",Friday,"15:45","SIMPLE ASSAULT",02Y,,"1400 block of 7th Street, Oakland 94607",37.805388,-122.294912,Street,"http://oakland.crimespotting.org/crime/2013-04-12/Simple_Assault/276956"
13-018348,"VEHICLE THEFT - AUTO","2013-04-12 13:15:00",Friday,"13:15","VEHICLE THEFT",31Y,,"9200 block of Edes Avenue, Oakland 94603",37.737995,-122.188971,Street,"http://oakland.crimespotting.org/crime/2013-04-12/Vehicle_Theft/276955"
13-018360,"ATTEMPTED ROBBERY-STRONG-ARM","2013-04-12 13:15:00",Friday,"13:15",ROBBERY,28X,94601,"San Leandro Street & High Street, Oakland, CA 94601, USA",37.77063,-122.217126,Intersection,"http://oakland.crimespotting.org/crime/2013-04-12/Robbery/276954"
13-018330,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)","2013-04-12 11:51:00",Friday,"11:51",ROBBERY,06X,,"600 block of 23rd Street, Oakland 94612",37.813271,-122.272425,Street,"http://oakland.crimespotting.org/crime/2013-04-12/Robbery/276953"
13-018336,"POSSESS MARIJUANA/HASHISH FOR SALE","2013-04-12 11:49:00",Friday,"11:49",NARCOTICS,05X,,"900 block of West Grand Avenue, Oakland 94607",37.814755,-122.279707,Street,"http://oakland.crimespotting.org/crime/2013-04-12/Narcotics/276952"
13-018327,"SC STOLEN VEHICLE - AUTO","2013-04-12 11:15:00",Friday,"11:15","VEHICLE THEFT",22Y,,"3000 block of Georgia Street, Oakland 94602",37.796213,-122.204601,Street,"http://oakland.crimespotting.org/crime/2013-04-12/Vehicle_Theft/276950"
13-018327,"SC BATTERY","2013-04-12 11:15:00",Friday,"11:15","SIMPLE ASSAULT",22Y,,"3000 block of Georgia Street, Oakland 94602",37.796213,-122.204601,Street,"http://oakland.crimespotting.org/crime/2013-04-12/Simple_Assault/276951"
13-018323,"VEHICLE THEFT - AUTO","2013-04-12 11:10:00",Friday,"11:10","VEHICLE THEFT",31Y,,"8500 block of San Leandro Street, Oakland 94603",37.746697,-122.188699,Street,"http://oakland.crimespotting.org/crime/2013-04-12/Vehicle_Theft/276948"
13-018355,"CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE","2013-04-12 11:10:00",Friday,"11:10","SIMPLE ASSAULT",03X,94612,"14th Street & Webster Street, Oakland, CA 94612, USA",37.803401,-122.268785,Intersection,"http://oakland.crimespotting.org/crime/2013-04-12/Simple_Assault/276949"
13-018314,"BATTERY:SPOUSE/ETC","2013-04-12 09:50:00",Friday,"09:50","SIMPLE ASSAULT",32X,,"1200 block of 103rd Avenue, Oakland 94603",37.739078,-122.170504,Street,"http://oakland.crimespotting.org/crime/2013-04-12/Simple_Assault/276947"
13-018305,THEFT,"2013-04-12 09:39:00",Friday,"09:39",THEFT,06X,,"2800 block of Martin Luther King Junior Way, Oakland 94609",37.819001,-122.271124,Street,"http://oakland.crimespotting.org/crime/2013-04-12/Theft/276946"
13-018295,"ATTEMPTED BURGLARY","2013-04-12 09:00:00",Friday,"09:00",BURGLARY,07X,,"3100 block of Adeline Street, Oakland 94608",37.823495,-122.281094,Street,"http://oakland.crimespotting.org/crime/2013-04-12/Burglary/276945"
13-018292,"BURGLARY-FORCIBLE ENTRY","2013-04-12 08:45:00",Friday,"08:45",BURGLARY,34X,,"1600 block of 89th Avenue, Oakland 94621",37.751762,-122.171848,Street,"http://oakland.crimespotting.org/crime/2013-04-12/Burglary/276944"
13-018284,"LOITER:INTENT:PROSTITUTION","2013-04-12 08:33:00",Friday,"08:33",PROSTITUTION,27X,,"1400 block of 46th Avenue, Oakland 94601",37.771809,-122.210911,Street,"http://oakland.crimespotting.org/crime/2013-04-12/Prostitution/276943"
13-018288,BATTERY,"2013-04-12 08:00:00",Friday,"08:00","SIMPLE ASSAULT",03X,,"1300 block of Jackson Street, Oakland 94612",37.801923,-122.265262,Street,"http://oakland.crimespotting.org/crime/2013-04-12/Simple_Assault/276942"
13-017504,"VEHICLE THEFT - AUTO","2013-04-12 02:30:00",Friday,"02:30","VEHICLE THEFT",24Y,,"3600 block of Suter Street, Oakland 94619",37.790252,-122.203202,Street,"http://oakland.crimespotting.org/crime/2013-04-12/Vehicle_Theft/276888"
13-018264,"BURGLARY-NO FORCE","2013-04-12 02:30:00",Friday,"02:30",BURGLARY,04X,,"1400 block of Broadway, Oakland 94612",37.805011,-122.270726,Street,"http://oakland.crimespotting.org/crime/2013-04-12/Burglary/276940"
13-018261,"ATTEMPTED BURGLARY","2013-04-12 02:00:00",Friday,"02:00",BURGLARY,25X,,"3700 block of MacArthur Boulevard, Oakland 94619",37.791866,-122.198889,Street,"http://oakland.crimespotting.org/crime/2013-04-12/Burglary/276939"
13-018262,BURGLARY-AUTO,"2013-04-12 01:40:00",Friday,"01:40",THEFT,03Y,,"10th Street & Washington Street, Oakland, CA 94607, USA",37.802049,-122.274143,Intersection,"http://oakland.crimespotting.org/crime/2013-04-12/Theft/276938"
13-018289,"DISTURB THE PEACE","2013-04-12 01:33:00",Friday,"01:33","DISTURBING THE PEACE",10X,,"1200 block of 55th Street, Emeryville, CA 94608, USA",37.838033,-122.284998,Street,"http://oakland.crimespotting.org/crime/2013-04-12/Disturbing_The_Peace/276937"
13-018297,"VEHICLE THEFT - AUTO","2013-04-12 01:30:00",Friday,"01:30","VEHICLE THEFT",15X,,"845 MacArthur Boulevard, Oakland 94610",37.806243,-122.239524,Address,"http://oakland.crimespotting.org/crime/2013-04-12/Vehicle_Theft/276936"
13-018260,BATTERY,"2013-04-12 01:25:00",Friday,"01:25","SIMPLE ASSAULT",33X,,"8500 block of Blaine Street, Oakland 94621",37.747668,-122.186701,Street,"http://oakland.crimespotting.org/crime/2013-04-12/Simple_Assault/276935"
13-017933,THEFT,"2013-04-10 15:31:00",Wednesday,"15:31",THEFT,07X,,"3700 block of Mandela Parkway, Oakland 94608",37.828234,-122.287213,Street,"http://oakland.crimespotting.org/crime/2013-04-10/Theft/276934"
13-017909,"VEHICLE THEFT - AUTO","2013-04-10 13:30:00",Wednesday,"13:30","VEHICLE THEFT",32X,,"1600 block of 100th Avenue, Oakland 94603",37.743671,-122.165789,Street,"http://oakland.crimespotting.org/crime/2013-04-10/Vehicle_Theft/276933"
13-017904,"VANDALISM [$400 TO $5,000]","2013-04-10 11:50:00",Wednesday,"11:50",VANDALISM,05Y,,"700 block of Maritime Street, Oakland 94607",37.811632,-122.312127,Street,"http://oakland.crimespotting.org/crime/2013-04-10/Vandalism/276932"
13-017919,"VEHICLE THEFT - AUTO","2013-04-10 11:30:00",Wednesday,"11:30","VEHICLE THEFT",08X,,"200 block of 28th Street, Oakland 94611",37.816019,-122.261656,Street,"http://oakland.crimespotting.org/crime/2013-04-10/Vehicle_Theft/276931"
13-017893,"BURGLARY-FORCIBLE ENTRY","2013-04-10 11:05:00",Wednesday,"11:05",BURGLARY,29X,,"3100 block of 63rd Avenue, Oakland 94605",37.773468,-122.181548,Street,"http://oakland.crimespotting.org/crime/2013-04-10/Burglary/276930"
13-016631,"VEHICLE THEFT - AUTO","2013-04-10 10:35:00",Wednesday,"10:35","VEHICLE THEFT",32X,,"2400 block of 99th Avenue, Oakland 94605",37.747388,-122.157183,Street,"http://oakland.crimespotting.org/crime/2013-04-10/Vehicle_Theft/276929"
13-903378,VANDALISM,"2013-04-10 10:35:00",Wednesday,"10:35",VANDALISM,,,"9800 block of Hesket Road, Oakland 94603",37.730584,-122.188808,Street,"http://oakland.crimespotting.org/crime/2013-04-10/Vandalism/276928"
13-017897,"ATTEMPTED BURGLARY","2013-04-10 10:20:00",Wednesday,"10:20",BURGLARY,25X,,"4200 block of Mountain Boulevard, Oakland 94619",37.794698,-122.181963,Street,"http://oakland.crimespotting.org/crime/2013-04-10/Burglary/276927"
13-017873,THEFT,"2013-04-10 10:00:00",Wednesday,"10:00",THEFT,29X,,"3300 block of 64th Avenue, Oakland 94605",37.774522,-122.178952,Street,"http://oakland.crimespotting.org/crime/2013-04-10/Theft/276926"
13-017883,"BURGLARY-FORCIBLE ENTRY","2013-04-10 10:00:00",Wednesday,"10:00",BURGLARY,13Z,,"6500 block of Girvin Drive, Oakland 94611",37.829633,-122.192198,Street,"http://oakland.crimespotting.org/crime/2013-04-10/Burglary/276925"
13-903382,VANDALISM,"2013-04-10 09:20:00",Wednesday,"09:20",VANDALISM,,,"6900 block of Chabot Road, Oakland 94618",37.851035,-122.238058,Street,"http://oakland.crimespotting.org/crime/2013-04-10/Vandalism/276924"
13-017870,"VEHICLE THEFT - AUTO","2013-04-10 09:02:00",Wednesday,"09:02","VEHICLE THEFT",22X,,"2100 block of MacArthur Boulevard, Oakland 94602",37.800541,-122.216704,Street,"http://oakland.crimespotting.org/crime/2013-04-10/Vehicle_Theft/276923"
13-017859,BATTERY,"2013-04-10 07:42:00",Wednesday,"07:42","SIMPLE ASSAULT",26X,,"5400 block of Coliseum Way, Oakland 94601",37.761871,-122.211929,Street,"http://oakland.crimespotting.org/crime/2013-04-10/Simple_Assault/276922"
13-017854,BATTERY,"2013-04-10 05:28:00",Wednesday,"05:28","SIMPLE ASSAULT",03X,,"Broadway & 13th Street, Oakland, CA 94612, USA",37.803616,-122.271631,Intersection,"http://oakland.crimespotting.org/crime/2013-04-10/Simple_Assault/276921"
13-903372,THEFT,"2013-04-10 04:00:00",Wednesday,"04:00",THEFT,,,"4800 block of Congress Avenue, Oakland 94601",37.777143,-122.202954,Street,"http://oakland.crimespotting.org/crime/2013-04-10/Theft/276920"
13-903370,BURGLARY-AUTO,"2013-04-10 03:45:00",Wednesday,"03:45",THEFT,,,"Webster Street & 34th Street, Oakland, CA 94609, USA",37.822044,-122.261921,Intersection,"http://oakland.crimespotting.org/crime/2013-04-10/Theft/276919"
13-017849,"RECEIVE/ETC KNOWN STOLEN PROPERTY","2013-04-10 03:26:00",Wednesday,"03:26",THEFT,24Y,,"2900 block of High Street, Oakland 94619",37.784296,-122.200699,Street,"http://oakland.crimespotting.org/crime/2013-04-10/Theft/276918"
13-017849,BURGLARY-AUTO,"2013-04-10 03:26:00",Wednesday,"03:26",THEFT,24Y,,"2900 block of High Street, Oakland 94619",37.784296,-122.200699,Street,"http://oakland.crimespotting.org/crime/2013-04-10/Theft/276917"
13-017852,"FORCE/ADW-OTHER DANGEROUS WEAPON:GBI","2013-04-10 03:20:00",Wednesday,"03:20","AGGRAVATED ASSAULT",30Y,,"8100 block of Ney Avenue, Oakland 94605",37.76355,-122.163724,Street,"http://oakland.crimespotting.org/crime/2013-04-10/Aggravated_Assault/276916"
13-903369,VANDALISM,"2013-04-10 02:00:00",Wednesday,"02:00",VANDALISM,,,"Telegraph Avenue, Oakland, CA, USA",37.829017,-122.264495,Street,"http://oakland.crimespotting.org/crime/2013-04-10/Vandalism/276914"
13-017896,"BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","2013-04-10 02:00:00",Wednesday,"02:00","SIMPLE ASSAULT",04X,,"600 block of 15th Street, Oakland 94612",37.806963,-122.275653,Street,"http://oakland.crimespotting.org/crime/2013-04-10/Simple_Assault/276915"
13-017844,"FORCE/ADW-OTHER DANGEROUS WEAPON:GBI","2013-04-10 01:25:00",Wednesday,"01:25","AGGRAVATED ASSAULT",02Y,,"1300 block of Peralta Street, Oakland 94607",37.811303,-122.293983,Street,"http://oakland.crimespotting.org/crime/2013-04-10/Aggravated_Assault/276913"
13-017841,BATTERY,"2013-04-10 00:53:00",Wednesday,"00:53","SIMPLE ASSAULT",03X,,"Broadway & 14th Street, Oakland, CA 94612, USA",37.804316,-122.271206,Intersection,"http://oakland.crimespotting.org/crime/2013-04-10/Simple_Assault/276912"
13-017769,"DISTURB THE PEACE","2013-04-09 14:33:00",Tuesday,"14:33","DISTURBING THE PEACE",03X,,"1200 block of Oak Street, Oakland 94612",37.800044,-122.26351,Street,"http://oakland.crimespotting.org/crime/2013-04-09/Disturbing_The_Peace/276911"
13-017724,"POSSESS HYPODERMIC NEEDLE/SYRINGE","2013-04-09 11:20:00",Tuesday,"11:20",NARCOTICS,01X,,"300 block of Broadway, Oakland 94607",37.796967,-122.275697,Street,"http://oakland.crimespotting.org/crime/2013-04-09/Narcotics/276910"
13-017725,"BURGLARY-NO FORCE","2013-04-09 11:11:00",Tuesday,"11:11",BURGLARY,29X,,"2900 block of 68th Avenue, Oakland 94605",37.770551,-122.176594,Street,"http://oakland.crimespotting.org/crime/2013-04-09/Burglary/276909"
13-017704,"BURGLARY-NO FORCE","2013-04-09 09:26:00",Tuesday,"09:26",BURGLARY,10X,,"6000 block of Herzog Street, Oakland 94608",37.843913,-122.282443,Street,"http://oakland.crimespotting.org/crime/2013-04-09/Burglary/276908"
13-017697,"THEFT:PERSONAL PROPERTY","2013-04-09 09:14:00",Tuesday,"09:14",THEFT,24Y,,"3100 block of 38th Avenue, Oakland 94619",37.78771,-122.202722,Street,"http://oakland.crimespotting.org/crime/2013-04-09/Theft/276907"
13-017697,BATTERY,"2013-04-09 09:14:00",Tuesday,"09:14","SIMPLE ASSAULT",24Y,,"3100 block of 38th Avenue, Oakland 94619",37.78771,-122.202722,Street,"http://oakland.crimespotting.org/crime/2013-04-09/Simple_Assault/276906"
13-017691,"BURGLARY-FORCIBLE ENTRY","2013-04-09 08:00:00",Tuesday,"08:00",BURGLARY,13Z,,"1700 block of Indian Way, Oakland 94611",37.840063,-122.206748,Street,"http://oakland.crimespotting.org/crime/2013-04-09/Burglary/276905"
13-017680,"VEHICLE THEFT - AUTO","2013-04-09 07:59:00",Tuesday,"07:59","VEHICLE THEFT",32X,,"10700 block of San Leandro Street, Oakland 94603",37.73431,-122.173029,Street,"http://oakland.crimespotting.org/crime/2013-04-09/Vehicle_Theft/276904"
13-017677,"POSSESS/PURCHASE COCAINE BASE FOR SALE","2013-04-09 07:18:00",Tuesday,"07:18",NARCOTICS,06X,,"700 block of West MacArthur Boulevard, Oakland 94609",37.827621,-122.271459,Street,"http://oakland.crimespotting.org/crime/2013-04-09/Narcotics/276903"
13-017677,"POSS CONTROLLED SUBSTANCE WHILE ARMED W/LOADED FIREARM","2013-04-09 07:18:00",Tuesday,"07:18",NARCOTICS,06X,,"700 block of West MacArthur Boulevard, Oakland 94609",37.827621,-122.271459,Street,"http://oakland.crimespotting.org/crime/2013-04-09/Narcotics/276902"
13-017673,SHOPLIFT,"2013-04-09 04:00:00",Tuesday,"04:00",THEFT,14X,,"2300 block of Harrison Street, Oakland 94610",37.812549,-122.261428,Street,"http://oakland.crimespotting.org/crime/2013-04-09/Theft/276901"
13-017486,THEFT,"2013-04-08 12:02:00",Monday,"12:02",THEFT,33X,,"8700 block of G Street, Oakland 94621",37.747479,-122.184132,Street,"http://oakland.crimespotting.org/crime/2013-04-08/Theft/276897"
13-017560,"BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","2013-04-08 12:00:00",Monday,"12:00","SIMPLE ASSAULT",08X,,"400 block of 28th Street, Oakland 94609",37.817011,-122.266824,Street,"http://oakland.crimespotting.org/crime/2013-04-08/Simple_Assault/276896"
13-017551,"VANDALISM (AMENDED)","2013-04-08 11:46:00",Monday,"11:46",VANDALISM,04X,,"1400 block of Madison Street, Oakland 94612",37.802304,-122.263582,Street,"http://oakland.crimespotting.org/crime/2013-04-08/Vandalism/276895"
13-017533,"VEHICLE THEFT - AUTO","2013-04-08 10:50:00",Monday,"10:50","VEHICLE THEFT",31Z,,"300 block of 105th Avenue, Oakland 94603",37.728858,-122.180793,Street,"http://oakland.crimespotting.org/crime/2013-04-08/Vehicle_Theft/276894"
13-017524,"VEHICLE THEFT - AUTO","2013-04-08 09:55:00",Monday,"09:55","VEHICLE THEFT",32X,,"9800 block of D Street, Oakland 94603",37.741225,-122.17512,Street,"http://oakland.crimespotting.org/crime/2013-04-08/Vehicle_Theft/276893"
13-017514,"ROBBERY/INHABITED DWELLING - FIREARM","2013-04-08 08:55:00",Monday,"08:55",ROBBERY,12X,,"5000 block of Telegraph Avenue, Oakland 94609",37.837035,-122.262276,Street,"http://oakland.crimespotting.org/crime/2013-04-08/Robbery/276892"
13-017512,"VEHICLE THEFT - AUTO","2013-04-08 08:50:00",Monday,"08:50","VEHICLE THEFT",30X,,"1400 block of 70th Avenue, Oakland 94621",37.761088,-122.188506,Street,"http://oakland.crimespotting.org/crime/2013-04-08/Vehicle_Theft/276891"
13-017519,"VEHICLE THEFT - AUTO","2013-04-08 07:50:00",Monday,"07:50","VEHICLE THEFT",22X,,"5000 block of Woodminster Lane, Oakland 94602",37.811855,-122.197465,Street,"http://oakland.crimespotting.org/crime/2013-04-08/Vehicle_Theft/276890"
13-017502,"BURGLARY-FORCIBLE ENTRY","2013-04-08 06:00:00",Monday,"06:00",BURGLARY,24X,,"2100 block of High Street, Oakland 94601",37.777733,-122.208465,Street,"http://oakland.crimespotting.org/crime/2013-04-08/Burglary/276889"
13-017493,"MAL SET/ETC FIRE PROP/ETC - MOTOR VEHICLES","2013-04-08 02:57:00",Monday,"02:57",ARSON,07X,,"800 block of Athens Avenue, Oakland 94607",37.815512,-122.276937,Street,"http://oakland.crimespotting.org/crime/2013-04-08/Arson/276887"
13-017557,"VANDALISM [UNDER $1,000] (AMENDED)","2013-04-08 02:30:00",Monday,"02:30",VANDALISM,34X,,"1455 86th Avenue, Oakland 94621",37.753718,-122.175614,Address,"http://oakland.crimespotting.org/crime/2013-04-08/Vandalism/276886"
13-017845,"THREAT CRIME:INT:TERRORIZE","2013-04-08 01:10:00",Monday,"01:10","SIMPLE ASSAULT",20X,,"1200 block of 25th Avenue, Oakland 94601",37.780119,-122.235745,Street,"http://oakland.crimespotting.org/crime/2013-04-08/Simple_Assault/276884"
13-017845,"POSSESS CONTROLLED SUBSTANCE","2013-04-08 01:10:00",Monday,"01:10",NARCOTICS,20X,,"1200 block of 25th Avenue, Oakland 94601",37.780119,-122.235745,Street,"http://oakland.crimespotting.org/crime/2013-04-08/Narcotics/276885"
13-017498,"VANDALISM [$1,000 TO UNDER $5,000] (AMENDED)","2013-04-08 01:00:00",Monday,"01:00",VANDALISM,31Z,,"100 block of Catron Drive, Oakland 94603",37.725642,-122.176375,Street,"http://oakland.crimespotting.org/crime/2013-04-08/Vandalism/276883"
13-017167,"VANDALISM (AMENDED)","2013-04-06 23:16:00",Saturday,"23:16",VANDALISM,03Y,,"600 block of 6th Avenue, Oakland 94606",37.789699,-122.259436,Street,"http://oakland.crimespotting.org/crime/2013-04-06/Vandalism/276877"
13-017190,BATTERY,"2013-04-06 03:00:00",Saturday,"03:00","SIMPLE ASSAULT",14Y,,"400 block of Oakland Avenue, Oakland 94610",37.818413,-122.254458,Street,"http://oakland.crimespotting.org/crime/2013-04-06/Simple_Assault/276876"
13-017191,"BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","2013-04-06 02:45:00",Saturday,"02:45","SIMPLE ASSAULT",30Y,,"2700 block of 75th Avenue, Oakland 94605",37.767719,-122.17136,Street,"http://oakland.crimespotting.org/crime/2013-04-06/Simple_Assault/276875"
13-017194,"SHOOT:INHAB DWELL/VEH/ETC","2013-04-06 02:08:00",Saturday,"02:08","AGGRAVATED ASSAULT",32X,,"10600 block of Pontiac Street, Oakland 94603",37.737866,-122.166739,Street,"http://oakland.crimespotting.org/crime/2013-04-06/Aggravated_Assault/276874"
13-017181,BATTERY,"2013-04-06 01:15:00",Saturday,"01:15","SIMPLE ASSAULT",23X,,"3700 East 12th Street, Oakland 94601",37.774023,-122.221373,Address,"http://oakland.crimespotting.org/crime/2013-04-06/Simple_Assault/276873"
13-017087,"THREAT CRIME:INT:TERRORIZE","2013-04-05 12:00:00",Friday,"12:00","SIMPLE ASSAULT",11X,,"6600 block of Telegraph Avenue, Oakland 94609",37.852915,-122.260128,Street,"http://oakland.crimespotting.org/crime/2013-04-05/Simple_Assault/276872"
13-017073,ROBBERY-FIREARM,"2013-04-05 11:49:00",Friday,"11:49",ROBBERY,23X,,"3300 block of Foothill Boulevard, Oakland 94601",37.782985,-122.220441,Street,"http://oakland.crimespotting.org/crime/2013-04-05/Robbery/276871"
13-017071,BATTERY,"2013-04-05 11:27:00",Friday,"11:27","SIMPLE ASSAULT",30Y,,"7900 block of Ney Avenue, Oakland 94605",37.76534,-122.164725,Street,"http://oakland.crimespotting.org/crime/2013-04-05/Simple_Assault/276870"
13-017045,"VEHICLE THEFT - AUTO","2013-04-05 09:50:00",Friday,"09:50","VEHICLE THEFT",25X,,"3600 block of Patterson Avenue, Oakland 94619",37.791723,-122.197205,Street,"http://oakland.crimespotting.org/crime/2013-04-05/Vehicle_Theft/276869"
13-017034,"VEHICLE THEFT - AUTO","2013-04-05 09:20:00",Friday,"09:20","VEHICLE THEFT",30X,,"1500 block of 78th Avenue, Oakland 94621",37.759261,-122.180743,Street,"http://oakland.crimespotting.org/crime/2013-04-05/Vehicle_Theft/276868"
13-017038,"BURGLARY-NO FORCE","2013-04-05 09:03:00",Friday,"09:03",BURGLARY,10Y,,"St Lawrence O'Toole, 3695 High Street, Oakland, CA 94619, USA",37.788608,-122.192753,Unknown,"http://oakland.crimespotting.org/crime/2013-04-05/Burglary/276867"
13-017055,"ROBBERY-KNIFE OR CUTTING INSTRUMENT","2013-04-05 08:40:00",Friday,"08:40",ROBBERY,33X,,"1100 block of 90th Avenue, Oakland 94603",37.748037,-122.178419,Street,"http://oakland.crimespotting.org/crime/2013-04-05/Robbery/276865"
13-017055,"BURGLARY-NO FORCE","2013-04-05 08:40:00",Friday,"08:40",BURGLARY,33X,,"1100 block of 90th Avenue, Oakland 94603",37.748037,-122.178419,Street,"http://oakland.crimespotting.org/crime/2013-04-05/Burglary/276866"
13-017109,THEFT,"2013-04-05 08:30:00",Friday,"08:30",THEFT,31X,,"100 block of Louvaine Avenue, Oakland 94603",37.728964,-122.183689,Street,"http://oakland.crimespotting.org/crime/2013-04-05/Theft/276864"
13-017028,"POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA","2013-04-05 08:22:00",Friday,"08:22",NARCOTICS,07X,,"1200 block of 30th Street, Oakland 94608",37.822535,-122.28383,Street,"http://oakland.crimespotting.org/crime/2013-04-05/Narcotics/276863"
