"Case Number","Description","Date, Time","Weekday","Time","Crime Type","Police Beat","Zip Code","Address","Latitude","Longitude","Accuracy","URL"
13-011557,ROBBERY-FIREARM,"2013-03-05 10:40:00",Tuesday,"10:40",ROBBERY,05X,94607,"800 block of West Grand Avenue, Oakland 94607",37.814112,-122.277241,Street,"http://oakland.crimespotting.org/crime/2013-03-05/Robbery/276501"
13-011540,BATTERY,"2013-03-05 10:25:00",Tuesday,"10:25","SIMPLE ASSAULT",31X,94621,"7700 block of Edgewater Drive, Oakland 94621",37.742699,-122.203049,Street,"http://oakland.crimespotting.org/crime/2013-03-05/Simple_Assault/276500"
13-011540,ROBBERY-FIREARM,"2013-03-05 10:25:00",Tuesday,"10:25",ROBBERY,31X,94621,"7700 block of Edgewater Drive, Oakland 94621",37.742699,-122.203049,Street,"http://oakland.crimespotting.org/crime/2013-03-05/Robbery/276499"
13-011545,SHOPLIFT,"2013-03-05 10:15:00",Tuesday,"10:15",THEFT,04X,,"300 block of 20th Street, Oakland 94612",37.808612,-122.266465,Street,"http://oakland.crimespotting.org/crime/2013-03-05/Theft/276498"
13-902245,"BURGLARY-FORCIBLE ENTRY","2013-03-05 09:45:00",Tuesday,"09:45",BURGLARY,,,"900 block of 61st Street, Oakland 94608",37.8452,-122.277787,Street,"http://oakland.crimespotting.org/crime/2013-03-05/Burglary/276497"
13-011514,"POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA","2013-03-05 08:16:00",Tuesday,"08:16",NARCOTICS,07X,,"3400 block of Peralta Street, Oakland 94608",37.82634,-122.28197,Street,"http://oakland.crimespotting.org/crime/2013-03-05/Narcotics/276496"
13-011508,"VEHICLE THEFT - AUTO","2013-03-05 07:45:00",Tuesday,"07:45","VEHICLE THEFT",26X,,"1300 block of 51st Avenue, Oakland 94601",37.768679,-122.208171,Street,"http://oakland.crimespotting.org/crime/2013-03-05/Vehicle_Theft/276495"
13-011501,"VEHICLE THEFT - AUTO","2013-03-05 05:00:00",Tuesday,"05:00","VEHICLE THEFT",31X,94621,"7700 block of Edgewater Drive, Oakland 94621",37.742699,-122.203049,Street,"http://oakland.crimespotting.org/crime/2013-03-05/Vehicle_Theft/276494"
13-011551,"BURGLARY-FORCIBLE ENTRY","2013-03-05 04:00:00",Tuesday,"04:00",BURGLARY,24X,,"3500 block of Davis Street, Oakland 94601",37.78535,-122.212859,Street,"http://oakland.crimespotting.org/crime/2013-03-05/Burglary/276493"
13-011523,"VEHICLE THEFT - AUTO","2013-03-05 03:00:00",Tuesday,"03:00","VEHICLE THEFT",27X,,"4510 Bond Street, Oakland 94601",37.773554,-122.210907,Address,"http://oakland.crimespotting.org/crime/2013-03-05/Vehicle_Theft/276492"
13-011584,THEFT,"2013-03-05 02:30:00",Tuesday,"02:30",THEFT,27Y,,"1400 block of 57th Avenue, Oakland 94621",37.766872,-122.200543,Street,"http://oakland.crimespotting.org/crime/2013-03-05/Theft/276490"
13-011496,"FORCE/ADW-OTHER DANGEROUS WEAPON:GBI","2013-03-05 02:30:00",Tuesday,"02:30","AGGRAVATED ASSAULT",34X,,"1900 block of 82nd Avenue, Oakland 94621",37.758666,-122.172619,Street,"http://oakland.crimespotting.org/crime/2013-03-05/Aggravated_Assault/276491"
13-011634,THEFT,"2013-03-05 02:00:00",Tuesday,"02:00",THEFT,19X,,"800 block of East 15th Street, Oakland 94606",37.793646,-122.249739,Street,"http://oakland.crimespotting.org/crime/2013-03-05/Theft/276489"
13-011500,"BURGLARY-FORCIBLE ENTRY","2013-03-05 01:30:00",Tuesday,"01:30",BURGLARY,32X,,"1500 block of 98th Avenue, Oakland 94603",37.74529,-122.168538,Street,"http://oakland.crimespotting.org/crime/2013-03-05/Burglary/276488"
13-011522,"VEHICLE THEFT - AUTO","2013-03-05 00:00:00",Tuesday,"00:00","VEHICLE THEFT",35X,,"3500 block of Calandria Avenue, Oakland 94605",37.759055,-122.150685,Street,"http://oakland.crimespotting.org/crime/2013-03-05/Vehicle_Theft/276487"
13-011411,"BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","2013-03-04 14:20:00",Monday,"14:20","SIMPLE ASSAULT",21Y,,"3100 block of Davis Street, Oakland 94601",37.789742,-122.218975,Street,"http://oakland.crimespotting.org/crime/2013-03-04/Simple_Assault/276486"
13-011391,BATTERY,"2013-03-04 14:10:00",Monday,"14:10","SIMPLE ASSAULT",27X,,"2200 block of 48th Avenue, Oakland 94601",37.776964,-122.204088,Street,"http://oakland.crimespotting.org/crime/2013-03-04/Simple_Assault/276485"
13-011402,BATTERY,"2013-03-04 14:00:00",Monday,"14:00","SIMPLE ASSAULT",20X,,"2400 block of International Boulevard, Oakland 94601",37.782208,-122.233886,Street,"http://oakland.crimespotting.org/crime/2013-03-04/Simple_Assault/276484"
13-011397,"POSSESS NARCOTIC CONTROLLED SUBSTANCE","2013-03-04 13:57:00",Monday,"13:57",NARCOTICS,04X,,"2000 block of Telegraph Avenue, Oakland 94612",37.810061,-122.269453,Street,"http://oakland.crimespotting.org/crime/2013-03-04/Narcotics/276483"
13-011390,"VEHICLE THEFT - AUTO","2013-03-04 13:50:00",Monday,"13:50","VEHICLE THEFT",23X,,"East 18th Street & 41st Avenue, Oakland, CA 94601, USA",37.775682,-122.214618,Intersection,"http://oakland.crimespotting.org/crime/2013-03-04/Vehicle_Theft/276482"
13-011376,BATTERY,"2013-03-04 11:50:00",Monday,"11:50","SIMPLE ASSAULT",29X,,"6800 block of MacArthur Boulevard, Oakland 94605",37.770941,-122.175347,Street,"http://oakland.crimespotting.org/crime/2013-03-04/Simple_Assault/276481"
13-011395,"ASSAULT WITH FIREARM ON PERSON","2013-03-04 11:50:00",Monday,"11:50","AGGRAVATED ASSAULT",27X,,"2400 block of 55th Avenue, Oakland 94605",37.773274,-122.194915,Street,"http://oakland.crimespotting.org/crime/2013-03-04/Aggravated_Assault/276480"
13-011365,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)","2013-03-04 11:40:00",Monday,"11:40",ROBBERY,18X,,"2200 block of East 20th Street, Oakland 94606",37.788362,-122.232628,Street,"http://oakland.crimespotting.org/crime/2013-03-04/Robbery/276479"
13-902209,"BURGLARY-FORCIBLE ENTRY","2013-03-04 09:30:00",Monday,"09:30",BURGLARY,,,"2400 block of Stockbridge Drive, Oakland 94611",37.828919,-122.195188,Street,"http://oakland.crimespotting.org/crime/2013-03-04/Burglary/276477"
13-011335,"ATTEMPT VEHICLE THEFT-AUTO","2013-03-04 09:00:00",Monday,"09:00","VEHICLE THEFT",26Y,,"1000 block of 73rd Avenue, Oakland 94621",37.756153,-122.191389,Street,"http://oakland.crimespotting.org/crime/2013-03-04/Vehicle_Theft/276475"
13-011335,"VANDALISM:DAMAGE PROPERTY","2013-03-04 09:00:00",Monday,"09:00",VANDALISM,26Y,,"1000 block of 73rd Avenue, Oakland 94621",37.756153,-122.191389,Street,"http://oakland.crimespotting.org/crime/2013-03-04/Vandalism/276476"
13-902212,BURGLARY-AUTO,"2013-03-04 08:50:00",Monday,"08:50",THEFT,,,"800 block of Brooklyn Avenue, Oakland 94606",37.802659,-122.242755,Street,"http://oakland.crimespotting.org/crime/2013-03-04/Theft/276474"
13-011327,ROBBERY-FIREARM,"2013-03-04 07:35:00",Monday,"07:35",ROBBERY,31Z,,"400 block of Capistrano Drive, Oakland 94603",37.728285,-122.1792,Street,"http://oakland.crimespotting.org/crime/2013-03-04/Robbery/276473"
13-011324,"BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","2013-03-04 07:23:00",Monday,"07:23","SIMPLE ASSAULT",17X,,"1100 block of Foothill Boulevard, Oakland 94606",37.792138,-122.246106,Street,"http://oakland.crimespotting.org/crime/2013-03-04/Simple_Assault/276472"
13-011309,ROBBERY-FIREARM,"2013-03-04 06:55:00",Monday,"06:55",ROBBERY,23X,,"4200 block of International Boulevard, Oakland 94601",37.772755,-122.215512,Street,"http://oakland.crimespotting.org/crime/2013-03-04/Robbery/276471"
13-011314,"GRAND THEFT","2013-03-04 03:20:00",Monday,"03:20",THEFT,20X,,"800 block of Portwood Avenue, Oakland 94601",37.775837,-122.233605,Street,"http://oakland.crimespotting.org/crime/2013-03-04/Theft/276470"
13-011313,"POSSESS CONTROLLED SUBSTANCE","2013-03-04 02:23:00",Monday,"02:23",NARCOTICS,20X,,"3000 block of Glascock Street, Oakland 94601",37.771077,-122.231346,Street,"http://oakland.crimespotting.org/crime/2013-03-04/Narcotics/276469"
13-011313,"POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA","2013-03-04 02:23:00",Monday,"02:23",NARCOTICS,20X,,"3000 block of Glascock Street, Oakland 94601",37.771077,-122.231346,Street,"http://oakland.crimespotting.org/crime/2013-03-04/Narcotics/276468"
13-011305,BATTERY,"2013-03-04 01:15:00",Monday,"01:15","SIMPLE ASSAULT",27Y,,"2200 block of Seminary Avenue, Oakland 94605",37.769444,-122.193367,Street,"http://oakland.crimespotting.org/crime/2013-03-04/Simple_Assault/276467"
13-011306,"BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","2013-03-04 01:00:00",Monday,"01:00","SIMPLE ASSAULT",35X,,"2300 block of 88th Avenue, Oakland 94605",37.75595,-122.164267,Street,"http://oakland.crimespotting.org/crime/2013-03-04/Simple_Assault/276466"
13-011373,"BURGLARY-NO FORCE","2013-03-04 00:00:00",Monday,"00:00",BURGLARY,26X,,"1200 block of 46th Avenue, Oakland 94601",37.770723,-122.211789,Street,"http://oakland.crimespotting.org/crime/2013-03-04/Burglary/276465"
13-009506,ROBBERY-FIREARM,"2013-02-28 19:45:00",Thursday,"19:45",ROBBERY,31Z,,"10400 block of Nattress Way, Oakland 94603",37.730575,-122.180744,Street,"http://oakland.crimespotting.org/crime/2013-02-28/Robbery/276435"
13-009506,"ASSAULT WITH FIREARM ON PERSON","2013-02-28 19:45:00",Thursday,"19:45","AGGRAVATED ASSAULT",31Z,,"10400 block of Nattress Way, Oakland 94603",37.730575,-122.180744,Street,"http://oakland.crimespotting.org/crime/2013-02-28/Aggravated_Assault/276434"
13-010766,"LOITER:INTENT:PROSTITUTION","2013-02-28 14:31:00",Thursday,"14:31",PROSTITUTION,19X,,"International Boulevard & 19th Avenue, Oakland, CA 94606, USA",37.786476,-122.241012,Intersection,"http://oakland.crimespotting.org/crime/2013-02-28/Prostitution/276462"
13-010775,BATTERY,"2013-02-28 14:16:00",Thursday,"14:16","SIMPLE ASSAULT",19X,,"1500 block of 3rd Avenue, Oakland 94606",37.798351,-122.253871,Street,"http://oakland.crimespotting.org/crime/2013-02-28/Simple_Assault/276461"
13-010750,"BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","2013-02-28 12:20:00",Thursday,"12:20","SIMPLE ASSAULT",04X,,"600 block of 17th Street, Oakland 94612",37.808151,-122.274795,Street,"http://oakland.crimespotting.org/crime/2013-02-28/Simple_Assault/276460"
13-010750,"CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE","2013-02-28 12:20:00",Thursday,"12:20","SIMPLE ASSAULT",04X,,"600 block of 17th Street, Oakland 94612",37.808151,-122.274795,Street,"http://oakland.crimespotting.org/crime/2013-02-28/Simple_Assault/276459"
13-010772,"DISTURB THE PEACE","2013-02-28 12:00:00",Thursday,"12:00","DISTURBING THE PEACE",03Y,,"400 block of 7th Street, Oakland 94607",37.799557,-122.274244,Street,"http://oakland.crimespotting.org/crime/2013-02-28/Disturbing_The_Peace/276458"
13-010762,"VEHICLE THEFT - AUTO","2013-02-28 11:45:00",Thursday,"11:45","VEHICLE THEFT",04X,,"600 block of 17th Street, Oakland 94612",37.808151,-122.274795,Street,"http://oakland.crimespotting.org/crime/2013-02-28/Vehicle_Theft/276457"
13-010747,"VEHICLE THEFT - AUTO","2013-02-28 10:40:00",Thursday,"10:40","VEHICLE THEFT",13Z,,"6800 block of Saroni Drive, Oakland 94611",37.834813,-122.199832,Street,"http://oakland.crimespotting.org/crime/2013-02-28/Vehicle_Theft/276456"
13-010735,"ROBBERY/INHABITED DWELLING - FIREARM","2013-02-28 10:36:00",Thursday,"10:36",ROBBERY,23X,,"1000 block of Fruitvale Avenue, Oakland 94601",37.775267,-122.226982,Street,"http://oakland.crimespotting.org/crime/2013-02-28/Robbery/276455"
13-010735,"ASSAULT WITH FIREARM ON PERSON","2013-02-28 10:36:00",Thursday,"10:36","AGGRAVATED ASSAULT",23X,,"1000 block of Fruitvale Avenue, Oakland 94601",37.775267,-122.226982,Street,"http://oakland.crimespotting.org/crime/2013-02-28/Aggravated_Assault/276454"
13-010726,ROBBERY-FIREARM,"2013-02-28 10:30:00",Thursday,"10:30",ROBBERY,14Y,,"700 block of Walker Avenue, Oakland 94610",37.812973,-122.245901,Street,"http://oakland.crimespotting.org/crime/2013-02-28/Robbery/276453"
13-010737,"EXHIBIT DEADLY WEAPON OTHER THAN FIREARM","2013-02-28 10:25:00",Thursday,"10:25","SIMPLE ASSAULT",04X,,"1900 block of Broadway, Oakland 94612",37.808635,-122.268468,Street,"http://oakland.crimespotting.org/crime/2013-02-28/Simple_Assault/276452"
13-010723,"ATTEMPTED ROBBERY-FIREARM","2013-02-28 10:20:00",Thursday,"10:20",ROBBERY,14Y,,"700 block of Walker Avenue, Oakland 94610",37.812973,-122.245901,Street,"http://oakland.crimespotting.org/crime/2013-02-28/Robbery/276451"
13-010719,"ROBBERY/INHABITED DWELLING - FIREARM","2013-02-28 10:07:00",Thursday,"10:07",ROBBERY,32X,,"1300 block of 104th Avenue, Oakland 94603",37.73937,-122.167716,Street,"http://oakland.crimespotting.org/crime/2013-02-28/Robbery/276450"
13-010720,"VEHICLE THEFT - AUTO","2013-02-28 10:01:00",Thursday,"10:01","VEHICLE THEFT",29X,,"5700 block of Picardy Drive South, Oakland 94605",37.774488,-122.189684,Street,"http://oakland.crimespotting.org/crime/2013-02-28/Vehicle_Theft/276449"
13-010706,"BURGLARY-NO FORCE","2013-02-28 10:00:00",Thursday,"10:00",BURGLARY,24X,,"3700 block of Nevil Street, Oakland 94601",37.785146,-122.208399,Street,"http://oakland.crimespotting.org/crime/2013-02-28/Burglary/276448"
13-010702,THEFT,"2013-02-28 09:15:00",Thursday,"09:15",THEFT,03Y,,"7th Street & Washington Street, Oakland, CA 94607, USA",37.799994,-122.275424,Intersection,"http://oakland.crimespotting.org/crime/2013-02-28/Theft/276447"
13-010683,THEFT,"2013-02-28 08:30:00",Thursday,"08:30",THEFT,02X,,"1100 block of 7th Street, Oakland 94607",37.803964,-122.288187,Street,"http://oakland.crimespotting.org/crime/2013-02-28/Theft/276446"
13-010707,VANDALISM,"2013-02-28 06:40:00",Thursday,"06:40",VANDALISM,25X,,"4400 block of Masterson Street, Oakland 94619",37.786556,-122.192503,Street,"http://oakland.crimespotting.org/crime/2013-02-28/Vandalism/276445"
13-010681,"GRAND THEFT FROM PERSON","2013-02-28 05:25:00",Thursday,"05:25",THEFT,04X,,"400 block of 15th Street, Oakland 94612",37.806445,-122.274353,Street,"http://oakland.crimespotting.org/crime/2013-02-28/Theft/276444"
13-010665,"BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","2013-02-28 03:30:00",Thursday,"03:30","SIMPLE ASSAULT",31Y,,"400 block of Stoneford Avenue, Oakland 94603",37.734063,-122.182159,Street,"http://oakland.crimespotting.org/crime/2013-02-28/Simple_Assault/276443"
13-010663,"BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","2013-02-28 03:00:00",Thursday,"03:00","SIMPLE ASSAULT",30X,,"2600 block of Havenscourt Boulevard, Oakland 94605",37.768298,-122.183488,Street,"http://oakland.crimespotting.org/crime/2013-02-28/Simple_Assault/276442"
13-010655,"BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","2013-02-28 00:22:00",Thursday,"00:22","SIMPLE ASSAULT",29X,,"6100 block of Foothill Boulevard, Oakland 94605",37.771175,-122.187289,Street,"http://oakland.crimespotting.org/crime/2013-02-28/Simple_Assault/276441"
13-010410,THEFT,"2013-02-27 07:45:00",Wednesday,"07:45",THEFT,22X,,"3500 block of Dimond Avenue, Oakland 94602",37.801712,-122.216848,Street,"http://oakland.crimespotting.org/crime/2013-02-27/Theft/276440"
13-010447,"SHOOT AT UNOCCUPIED DWELLING/VEHICLE/ETC","2013-02-27 01:25:00",Wednesday,"01:25","AGGRAVATED ASSAULT",30X,,"1500 block of 80th Avenue, Oakland 94621",37.757758,-122.179281,Street,"http://oakland.crimespotting.org/crime/2013-02-27/Aggravated_Assault/276439"
13-010447,"ASSAULT WITH FIREARM ON PERSON","2013-02-27 01:25:00",Wednesday,"01:25","AGGRAVATED ASSAULT",30X,,"1500 block of 80th Avenue, Oakland 94621",37.757758,-122.179281,Street,"http://oakland.crimespotting.org/crime/2013-02-27/Aggravated_Assault/276438"
13-010445,BATTERY,"2013-02-27 00:08:00",Wednesday,"00:08","SIMPLE ASSAULT",30X,,"7200 block of Bancroft Avenue, Oakland 94605",37.766209,-122.177376,Street,"http://oakland.crimespotting.org/crime/2013-02-27/Simple_Assault/276437"
13-010445,"EXHIBIT FIREARM","2013-02-27 00:08:00",Wednesday,"00:08","SIMPLE ASSAULT",30X,,"7200 block of Bancroft Avenue, Oakland 94605",37.766209,-122.177376,Street,"http://oakland.crimespotting.org/crime/2013-02-27/Simple_Assault/276436"
13-010281,BURGLARY-AUTO,"2013-02-26 16:30:00",Tuesday,"16:30",THEFT,04X,,"500 block of William Street, Oakland 94612",37.809132,-122.270835,Street,"http://oakland.crimespotting.org/crime/2013-02-26/Theft/276433"
13-010378,"DISTURB THE PEACE","2013-02-26 16:25:00",Tuesday,"16:25","DISTURBING THE PEACE",08X,,"2300 block of Broadway, Oakland 94612",37.812781,-122.265831,Street,"http://oakland.crimespotting.org/crime/2013-02-26/Disturbing_The_Peace/276432"
13-010367,"VANDALISM (AMENDED)","2013-02-26 14:45:00",Tuesday,"14:45",VANDALISM,28X,,"2800 block of Rawson Street, Oakland 94619",37.778173,-122.195738,Street,"http://oakland.crimespotting.org/crime/2013-02-26/Vandalism/276431"
13-010362,BATTERY,"2013-02-26 14:29:00",Tuesday,"14:29","SIMPLE ASSAULT",22X,,"2742 Barry Place, Oakland 94601",37.791798,-122.221213,Address,"http://oakland.crimespotting.org/crime/2013-02-26/Simple_Assault/276430"
13-010344,"BURGLARY-FORCIBLE ENTRY","2013-02-26 12:29:00",Tuesday,"12:29",BURGLARY,35Y,,"10900 block of Cliffland Avenue, Oakland 94605",37.74917,-122.132201,Street,"http://oakland.crimespotting.org/crime/2013-02-26/Burglary/276429"
13-010325,THEFT,"2013-02-26 12:00:00",Tuesday,"12:00",THEFT,"`",,"900 block of 66th Avenue, Oakland 94621",37.757995,-122.199222,Street,"http://oakland.crimespotting.org/crime/2013-02-26/Theft/276427"
13-010246,"THREAT CRIME:INT:TERRORIZE","2013-02-26 12:00:00",Tuesday,"12:00","SIMPLE ASSAULT",34X,,"1800 block of 90th Avenue, Oakland 94603",37.752038,-122.169091,Street,"http://oakland.crimespotting.org/crime/2013-02-26/Simple_Assault/276428"
13-010311,THEFT,"2013-02-26 10:30:00",Tuesday,"10:30",THEFT,04X,,"600 block of Grand Avenue, Oakland 94610",37.810179,-122.249203,Street,"http://oakland.crimespotting.org/crime/2013-02-26/Theft/276426"
13-010266,"GRAND THEFT:MONEY/LABOR/PROPERTY  OVER $400","2013-02-26 10:18:00",Tuesday,"10:18",THEFT,07X,,"800 block of Mead Avenue, Oakland 94612",37.816188,-122.276604,Street,"http://oakland.crimespotting.org/crime/2013-02-26/Theft/276425"
13-010266,"BURGLARY-NO FORCE","2013-02-26 10:18:00",Tuesday,"10:18",BURGLARY,07X,,"800 block of Mead Avenue, Oakland 94612",37.816188,-122.276604,Street,"http://oakland.crimespotting.org/crime/2013-02-26/Burglary/276424"
13-010303,"BURGLARY-FORCIBLE ENTRY","2013-02-26 09:42:00",Tuesday,"09:42",BURGLARY,25X,,"3900 block of Loma Vista Avenue, Oakland 94619",37.795257,-122.19454,Street,"http://oakland.crimespotting.org/crime/2013-02-26/Burglary/276423"
13-010286,"BATTERY W/SERIOUS BODILY INJURY","2013-02-26 09:00:00",Tuesday,"09:00","AGGRAVATED ASSAULT",27Y,,"1800 block of Seminary Avenue, Oakland 94621",37.767092,-122.196708,Street,"http://oakland.crimespotting.org/crime/2013-02-26/Aggravated_Assault/276422"
13-010274,BATTERY,"2013-02-26 08:26:00",Tuesday,"08:26","SIMPLE ASSAULT",05Y,,"Peralta Street & 17th Street, Oakland, CA 94607, USA",37.81339,-122.292347,Intersection,"http://oakland.crimespotting.org/crime/2013-02-26/Simple_Assault/276421"
13-010263,"BURGLARY-NO FORCE","2013-02-26 07:45:00",Tuesday,"07:45",BURGLARY,35X,,"8400 block of Ney Avenue, Oakland 94605",37.762386,-122.159166,Street,"http://oakland.crimespotting.org/crime/2013-02-26/Burglary/276420"
13-010271,BURGLARY-AUTO,"2013-02-26 06:50:00",Tuesday,"06:50",THEFT,08X,,"3200 block of Webster Street, Oakland 94609",37.820914,-122.262657,Street,"http://oakland.crimespotting.org/crime/2013-02-26/Theft/276419"
13-010265,VANDALISM,"2013-02-26 06:00:00",Tuesday,"06:00",VANDALISM,26X,,"4300 block of International Boulevard, Oakland 94601",37.77219,-122.214334,Street,"http://oakland.crimespotting.org/crime/2013-02-26/Vandalism/276417"
13-010265,THEFT,"2013-02-26 06:00:00",Tuesday,"06:00",THEFT,26X,,"4300 block of International Boulevard, Oakland 94601",37.77219,-122.214334,Street,"http://oakland.crimespotting.org/crime/2013-02-26/Theft/276418"
13-010302,"VEHICLE THEFT - AUTO","2013-02-26 01:00:00",Tuesday,"01:00","VEHICLE THEFT",20X,,"2500 block of East 16th Street, Oakland 94601",37.783172,-122.231167,Street,"http://oakland.crimespotting.org/crime/2013-02-26/Vehicle_Theft/276416"
13-010269,THEFT,"2013-02-26 00:00:00",Tuesday,"00:00",THEFT,22X,,"3400 block of Wilson Avenue, Oakland 94602",37.798456,-122.212048,Street,"http://oakland.crimespotting.org/crime/2013-02-26/Theft/276415"
13-010170,"BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","2013-02-25 15:10:00",Monday,"15:10","SIMPLE ASSAULT",21Y,,"2500 block of Fruitvale Avenue, Oakland 94601",37.7885,-122.220866,Street,"http://oakland.crimespotting.org/crime/2013-02-25/Simple_Assault/276414"
13-010180,"BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","2013-02-25 14:30:00",Monday,"14:30","SIMPLE ASSAULT",31Z,,"500 block of Colorados Drive, Oakland 94603",37.72959,-122.176387,Street,"http://oakland.crimespotting.org/crime/2013-02-25/Simple_Assault/276413"
13-010174,BATTERY,"2013-02-25 14:00:00",Monday,"14:00","SIMPLE ASSAULT",07X,,"2500 block of San Pablo Avenue, Oakland 94612",37.816288,-122.274797,Street,"http://oakland.crimespotting.org/crime/2013-02-25/Simple_Assault/276412"
13-010148,"BURGLARY-FORCIBLE ENTRY","2013-02-25 12:40:00",Monday,"12:40",BURGLARY,12X,,"Telegraph Avenue & 51st Street, Oakland, CA 94609, USA",37.83734,-122.262362,Intersection,"http://oakland.crimespotting.org/crime/2013-02-25/Burglary/276411"
13-010142,"ASSAULT WITH FIREARM ON PERSON","2013-02-25 12:25:00",Monday,"12:25","AGGRAVATED ASSAULT",26Y,,"1000 block of 76th Avenue, Oakland 94621",37.754751,-122.190053,Street,"http://oakland.crimespotting.org/crime/2013-02-25/Aggravated_Assault/276410"
13-010131,"POSSESS NARCOTIC CONTROLLED SUBSTANCE","2013-02-25 11:55:00",Monday,"11:55",NARCOTICS,05X,,"1600 block of Linden Street, Oakland 94607",37.811226,-122.2832,Street,"http://oakland.crimespotting.org/crime/2013-02-25/Narcotics/276409"
13-010137,"FORCE/ADW-OTHER DANGEROUS WEAPON:GBI","2013-02-25 11:46:00",Monday,"11:46","AGGRAVATED ASSAULT",33X,,"1327 84th Avenue, Oakland 94621",37.753777,-122.178995,Address,"http://oakland.crimespotting.org/crime/2013-02-25/Aggravated_Assault/276408"
13-010139,"VANDALISM [$1,000 TO UNDER $5,000] (AMENDED)","2013-02-25 11:41:00",Monday,"11:41",VANDALISM,20X,,"2500 block of East 16th Street, Oakland 94601",37.783172,-122.231167,Street,"http://oakland.crimespotting.org/crime/2013-02-25/Vandalism/276406"
13-010139,"BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","2013-02-25 11:41:00",Monday,"11:41","SIMPLE ASSAULT",20X,,"2500 block of East 16th Street, Oakland 94601",37.783172,-122.231167,Street,"http://oakland.crimespotting.org/crime/2013-02-25/Simple_Assault/276407"
13-010129,"ASSAULT WITH FIREARM ON PERSON","2013-02-25 11:39:00",Monday,"11:39","AGGRAVATED ASSAULT",24X,,"4000 block of Foothill Boulevard, Oakland 94601",37.77714,-122.214399,Street,"http://oakland.crimespotting.org/crime/2013-02-25/Aggravated_Assault/276405"
13-010141,BURGLARY-AUTO,"2013-02-25 11:30:00",Monday,"11:30",THEFT,06X,,"600 block of 27th Street, Oakland 94608",37.817175,-122.271726,Street,"http://oakland.crimespotting.org/crime/2013-02-25/Theft/276404"
13-010132,"BURGLARY-FORCIBLE ENTRY","2013-02-25 10:30:00",Monday,"10:30",BURGLARY,19X,,"200 block of International Boulevard, Oakland 94606",37.797395,-122.255688,Street,"http://oakland.crimespotting.org/crime/2013-02-25/Burglary/276403"
13-010109,"BURGLARY-FORCIBLE ENTRY","2013-02-25 10:01:00",Monday,"10:01",BURGLARY,13Z,,"6700 block of Moore Drive, Oakland 94611",37.832559,-122.190111,Street,"http://oakland.crimespotting.org/crime/2013-02-25/Burglary/276402"
13-010126,"ATTEMPT VEHICLE THEFT-AUTO","2013-02-25 09:50:00",Monday,"09:50","VEHICLE THEFT",21Y,,"2600 block of Pleasant Street, Oakland 94602",37.796916,-122.216317,Street,"http://oakland.crimespotting.org/crime/2013-02-25/Vehicle_Theft/276400"
13-010126,"BURGLARY-NO FORCE","2013-02-25 09:50:00",Monday,"09:50",BURGLARY,21Y,,"2600 block of Pleasant Street, Oakland 94602",37.796916,-122.216317,Street,"http://oakland.crimespotting.org/crime/2013-02-25/Burglary/276401"
13-010100,"BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","2013-02-25 07:45:00",Monday,"07:45","SIMPLE ASSAULT",28X,,"Oakland, CA, USA",37.804364,-122.271114,Town,"http://oakland.crimespotting.org/crime/2013-02-25/Simple_Assault/276399"
13-010083,"VEHICLE THEFT - AUTO","2013-02-25 07:40:00",Monday,"07:40","VEHICLE THEFT",31Z,,"800 block of 107th Avenue, Oakland 94603",37.733749,-122.174328,Street,"http://oakland.crimespotting.org/crime/2013-02-25/Vehicle_Theft/276398"
13-010093,"BURGLARY-FORCIBLE ENTRY","2013-02-25 07:20:00",Monday,"07:20",BURGLARY,30X,,"7800 block of Plymouth Street, Oakland 94621",37.760293,-122.177354,Street,"http://oakland.crimespotting.org/crime/2013-02-25/Burglary/276397"
13-010074,"BURGLARY-FORCIBLE ENTRY","2013-02-25 02:29:00",Monday,"02:29",BURGLARY,34X,,"8400 block of Bancroft Avenue, Oakland 94605",37.758113,-122.168896,Street,"http://oakland.crimespotting.org/crime/2013-02-25/Burglary/276396"
13-009986,THEFT,"2013-02-24 16:02:00",Sunday,"16:02",THEFT,31X,,"8400 block of Edgewater Drive, Oakland 94621",37.737361,-122.197689,Street,"http://oakland.crimespotting.org/crime/2013-02-24/Theft/276394"
13-009981,BATTERY,"2013-02-24 14:45:00",Sunday,"14:45","SIMPLE ASSAULT",26Y,,"7000 block of International Boulevard, Oakland 94621",37.76027,-122.189256,Street,"http://oakland.crimespotting.org/crime/2013-02-24/Simple_Assault/276393"
